"","session_ID","weekdayName","weekNumber","timeOfDay","total_sessDur","totalDistance","averageSpeed","averageAltitude","averageHeartRate","sessionDuration","totalCalories","userID","dayDateCol","timeCol","age","weight","gender","cluster","sessionDurationSeconds","sessionDurationFormatted3","startOfWeek"
"141",213,"Tuesday",24,"morning",NA,19.73,"26.04","30.27","147.66",31.48,"435.0","U1000000",2021-08-31,1899-12-31 08:00:00,33,80,"MALE","2",1889,"00:31:29",2021-08-30
"142",214,"Wednesday",24,"morning",NA,10.59,"28.84","49.97","158.07",15.22,"257.0","U1000000",2021-09-01,1899-12-31 08:00:00,33,80,"MALE","2",913,"00:15:13",2021-08-30
"143",214,"Wednesday",24,"morning",NA,27.49,"30.16","101.63","168.73",34.57,"706.0","U1000000",2021-09-01,1899-12-31 09:00:00,33,80,"MALE","2",2074,"00:34:34",2021-08-30
"144",215,"Thursday",24,"morning",NA,29.29,"31.62","28.18","163.24",35.83,"670.0","U1000000",2021-09-02,1899-12-31 08:00:00,33,80,"MALE","2",2150,"00:35:50",2021-08-30
"145",215,"Thursday",24,"morning",NA,9.96,"30.56","29.63","170.85",11.82,"243.0","U1000000",2021-09-02,1899-12-31 09:00:00,33,80,"MALE","2",709,"00:11:49",2021-08-30
"146",216,"Saturday",24,"morning",NA,23.52,"31.75","29.11","173.45",26.97,"582.0","U1000000",2021-09-04,1899-12-31 09:00:00,33,80,"MALE","2",1618,"00:26:58",2021-08-30
"147",216,"Saturday",24,"morning",NA,12.97,"28.92","36.82","162.87",18.28,"324.0","U1000000",2021-09-04,1899-12-31 08:00:00,33,80,"MALE","2",1097,"00:18:17",2021-08-30
"148",219,"Sunday",24,"morning",NA,3.43,"26.0","27.49","156.25",4.47,"90.0","U1000000",2021-09-05,1899-12-31 10:00:00,33,80,"MALE","1",268,"00:04:28",2021-08-30
"149",219,"Sunday",24,"morning",NA,6.86,"25.53","31.39","137.17",11.95,"149.0","U1000000",2021-09-05,1899-12-31 08:00:00,33,80,"MALE","1",717,"00:11:57",2021-08-30
"150",219,"Sunday",24,"morning",NA,29.42,"29.53","22.36","155.48",38,"676.0","U1000000",2021-09-05,1899-12-31 09:00:00,33,80,"MALE","2",2280,"00:38:00",2021-08-30
"151",220,"Tuesday",25,"morning",NA,24.86,"30.44","27.48","162.24",32.65,"568.0","U1000000",2021-09-07,1899-12-31 08:00:00,33,80,"MALE","2",1959,"00:32:39",2021-09-06
"152",220,"Tuesday",25,"morning",NA,14.57,"28.86","24.78","165.45",19.25,"333.0","U1000000",2021-09-07,1899-12-31 09:00:00,33,80,"MALE","2",1155,"00:19:15",2021-09-06
"153",224,"Wednesday",25,"morning",NA,15.9,"32.16","48.0","170.91",19.73,"405.0","U1000000",2021-09-08,1899-12-31 10:00:00,33,80,"MALE","2",1184,"00:19:44",2021-09-06
"154",224,"Wednesday",25,"morning",NA,44961,"23.78","38.53","141.4",4.55,"66.0","U1000000",2021-09-08,1899-12-31 09:00:00,33,80,"MALE","1",273,"00:04:33",2021-09-06
"155",228,"Friday",25,"morning",NA,23.99,"29.84","45047.0","159.13",29.87,"564.0","U1000000",2021-09-10,1899-12-31 08:00:00,33,80,"MALE","2",1792,"00:29:52",2021-09-06
"156",228,"Friday",25,"morning",NA,29.32,"31.26","8.95","158.7",35.68,"656.0","U1000000",2021-09-10,1899-12-31 07:00:00,33,80,"MALE","2",2141,"00:35:41",2021-09-06
"157",228,"Friday",25,"morning",NA,27.25,"31.65","12.36","157.87",35.35,"572.0","U1000000",2021-09-10,1899-12-31 06:00:00,33,80,"MALE","2",2121,"00:35:21",2021-09-06
"158",229,"Sunday",25,"morning",NA,29.24,"31.85","57.61","173.24",35.33,"750.0","U1000000",2021-09-12,1899-12-31 09:00:00,33,80,"MALE","2",2120,"00:35:20",2021-09-06
"159",229,"Sunday",25,"morning",NA,0.2,"33.22","50.63","125.33",0.25,"4.0","U1000000",2021-09-12,1899-12-31 08:00:00,33,80,"MALE","1",15,"00:00:15",2021-09-06
"160",230,"Monday",26,"afternoon",NA,45210,"31.03","56.31","167.1",12.47,"264.0","U1000000",2021-09-13,1899-12-31 13:00:00,33,80,"MALE","1",748,"00:12:28",2021-09-13
"161",230,"Monday",26,"afternoon",NA,13.87,"28.35","59.95","161.24",19.63,"345.0","U1000000",2021-09-13,1899-12-31 12:00:00,33,80,"MALE","2",1178,"00:19:38",2021-09-13
"162",231,"Tuesday",26,"morning",NA,17.84,"28.81","17.02","158.21",25.1,"443.0","U1000000",2021-09-14,1899-12-31 06:00:00,33,80,"MALE","2",1506,"00:25:06",2021-09-13
"163",231,"Tuesday",26,"morning",NA,14.05,"31.36","21.72","166.62",17.75,"350.0","U1000000",2021-09-14,1899-12-31 07:00:00,33,80,"MALE","2",1065,"00:17:45",2021-09-13
"164",234,"Saturday",26,"morning",NA,45115,"24.98","45003.0","161.31",13.08,"203.0","U1000000",2021-09-18,1899-12-31 08:00:00,33,80,"MALE","1",785,"00:13:05",2021-09-13
"165",234,"Saturday",26,"morning",NA,10.55,"28.54","6.71","163.36",16.22,"257.0","U1000000",2021-09-18,1899-12-31 07:00:00,33,80,"MALE","2",973,"00:16:13",2021-09-13
"166",237,"Thursday",27,"morning",NA,33.39,"34.67","5.98","170.87",35.18,"771.0","U1000000",2021-09-23,1899-12-31 06:00:00,33,80,"MALE","2",2111,"00:35:11",2021-09-20
"167",237,"Thursday",27,"night",NA,45218,"28.16","8.68","145.92",15.22,"213.0","U1000000",2021-09-23,1899-12-31 05:00:00,33,80,"MALE","1",913,"00:15:13",2021-09-20
"168",238,"Friday",27,"morning",NA,44975,"32.02","31.98","169.99",2.72,"57.0","U1000000",2021-09-24,1899-12-31 08:00:00,33,80,"MALE","1",163,"00:02:43",2021-09-20
"169",238,"Friday",27,"morning",NA,26.81,"31.81","30.25","160.52",33.23,"682.0","U1000000",2021-09-24,1899-12-31 07:00:00,33,80,"MALE","2",1994,"00:33:14",2021-09-20
"170",241,"Monday",28,"morning",NA,15.97,"30.92","29.3","162.81",20.12,"371.0","U1000000",2021-09-27,1899-12-31 07:00:00,33,80,"MALE","2",1207,"00:20:07",2021-09-27
"171",241,"Monday",28,"morning",NA,16.76,"32.47","26.03","169.02",19.62,"383.0","U1000000",2021-09-27,1899-12-31 08:00:00,33,80,"MALE","2",1177,"00:19:37",2021-09-27
"172",242,"Sunday",28,"morning",NA,13.97,"32.78","24.83","165.12",17.77,"250.0","U1000000",2021-10-03,1899-12-31 08:00:00,33,80,"MALE","2",1066,"00:17:46",2021-09-27
"173",242,"Sunday",28,"morning",NA,26.97,"32.71","28.27","174.14",29.15,"665.0","U1000000",2021-10-03,1899-12-31 07:00:00,33,80,"MALE","2",1749,"00:29:09",2021-09-27
"174",243,"Sunday",28,"morning",NA,12.45,"26.91","105.16","157.45",22.35,"267.0","U1000000",2021-10-03,1899-12-31 09:00:00,33,80,"MALE","2",1341,"00:22:21",2021-09-27
"175",243,"Sunday",28,"morning",NA,45268,"28.54","58.46","168.88",19.3,"345.0","U1000000",2021-10-03,1899-12-31 08:00:00,33,80,"MALE","1",1158,"00:19:18",2021-09-27
"176",244,"Sunday",28,"morning",NA,4.91,"31.73","18.13","167.75",6.68,"111.0","U1000000",2021-10-03,1899-12-31 09:00:00,33,80,"MALE","2",401,"00:06:41",2021-09-27
"177",245,"Wednesday",29,"evening",NA,0.26,"35.45","12.73","184.15",0.33,"6.0","U1000000",2021-10-06,1899-12-31 19:00:00,33,80,"MALE","2",20,"00:00:20",2021-10-04
"178",245,"Wednesday",29,"evening",NA,24.64,"32.85","15.56","180.09",27.1,"612.0","U1000000",2021-10-06,1899-12-31 18:00:00,33,80,"MALE","2",1626,"00:27:06",2021-10-04
"179",246,"Friday",29,"morning",NA,27.8,"31.97","21.98","170.27",34.4,"586.0","U1000000",2021-10-08,1899-12-31 06:00:00,33,80,"MALE","2",2064,"00:34:24",2021-10-04
"180",246,"Friday",29,"night",NA,10.78,"29.5","20.54","165.23",14.23,"250.0","U1000000",2021-10-08,1899-12-31 05:00:00,33,80,"MALE","2",854,"00:14:14",2021-10-04
"181",247,"Friday",29,"morning",NA,26.5,"29.77","35.0","171.64",35.85,"629.0","U1000000",2021-10-08,1899-12-31 07:00:00,33,80,"MALE","2",2151,"00:35:51",2021-10-04
"182",247,"Friday",29,"morning",NA,2.87,"27.5","28.05","162.57",4.83,"55.0","U1000000",2021-10-08,1899-12-31 08:00:00,33,80,"MALE","2",290,"00:04:50",2021-10-04
"183",250,"Tuesday",30,"morning",NA,4.79,"32.3","-5.95","163.21",5.43,"114.0","U1000000",2021-10-12,1899-12-31 10:00:00,33,80,"MALE","2",326,"00:05:26",2021-10-11
"184",250,"Tuesday",30,"morning",NA,19.15,"33.13","-2.56","175.43",21.62,"466.0","U1000000",2021-10-12,1899-12-31 11:00:00,33,80,"MALE","2",1297,"00:21:37",2021-10-11
"185",251,"Wednesday",30,"morning",NA,15.4,"28.43","16.86","168.32",21.48,"409.0","U1000000",2021-10-13,1899-12-31 11:00:00,33,80,"MALE","2",1289,"00:21:29",2021-10-11
"186",251,"Wednesday",30,"afternoon",NA,14.44,"31.44","18.37","174.73",17.18,"351.0","U1000000",2021-10-13,1899-12-31 12:00:00,33,80,"MALE","2",1031,"00:17:11",2021-10-11
"187",252,"Tuesday",31,"morning",NA,21.77,"28.42","37.66","156.51",31.95,"498.0","U1000000",2021-10-19,1899-12-31 10:00:00,33,80,"MALE","2",1917,"00:31:57",2021-10-18
"188",252,"Tuesday",31,"morning",NA,22.95,"31.5","25.91","170.59",25.7,"519.0","U1000000",2021-10-19,1899-12-31 11:00:00,33,80,"MALE","2",1542,"00:25:42",2021-10-18
"189",254,"Friday",31,"afternoon",NA,44927,"27.89","42.51","169.7",1.85,"20.0","U1000000",2021-10-22,1899-12-31 13:00:00,33,80,"MALE","1",111,"00:01:51",2021-10-18
"190",254,"Friday",31,"afternoon",NA,21.61,"32.2","22.67","170.37",24.88,"507.0","U1000000",2021-10-22,1899-12-31 12:00:00,33,80,"MALE","2",1493,"00:24:53",2021-10-18
"191",255,"Friday",31,"afternoon",NA,18.26,"32.24","22.34","172.07",21.52,"416.0","U1000000",2021-10-22,1899-12-31 13:00:00,33,80,"MALE","2",1291,"00:21:31",2021-10-18
"192",255,"Friday",31,"afternoon",NA,44970,"31.41","14.12","178.16",2.47,"48.0","U1000000",2021-10-22,1899-12-31 14:00:00,33,80,"MALE","1",148,"00:02:28",2021-10-18
"193",256,"Sunday",31,"morning",NA,2.38,"30.98","65.95","152.83",3.68,"43.0","U1000000",2021-10-24,1899-12-31 06:00:00,33,80,"MALE","2",221,"00:03:41",2021-10-18
"194",256,"Sunday",31,"night",NA,44955,"22.91","51.82","146.3",2.65,"34.0","U1000000",2021-10-24,1899-12-31 05:00:00,33,80,"MALE","1",159,"00:02:39",2021-10-18
"195",257,"Sunday",31,"morning",NA,15.34,"26.59","176.35","159.0",25.43,"415.0","U1000000",2021-10-24,1899-12-31 06:00:00,33,80,"MALE","2",1526,"00:25:26",2021-10-18
"196",257,"Sunday",31,"morning",NA,44965,"32.66","418.01","162.78",2.97,"39.0","U1000000",2021-10-24,1899-12-31 08:00:00,33,80,"MALE","1",178,"00:02:58",2021-10-18
"197",257,"Sunday",31,"morning",NA,22.13,"26.39","302.41","168.33",34.92,"675.0","U1000000",2021-10-24,1899-12-31 07:00:00,33,80,"MALE","2",2095,"00:34:55",2021-10-18
"198",258,"Sunday",31,"morning",NA,23.79,"35.41","179.93","159.68",30.85,"488.0","U1000000",2021-10-24,1899-12-31 08:00:00,33,80,"MALE","2",1851,"00:30:51",2021-10-18
"199",259,"Sunday",31,"morning",NA,45024,"31.53","54.85","158.01",6.72,"103.0","U1000000",2021-10-24,1899-12-31 09:00:00,33,80,"MALE","1",403,"00:06:43",2021-10-18
"200",260,"Monday",32,"afternoon",NA,18.23,"28.53","15.19","146.63",24.53,"382.0","U1000000",2021-10-25,1899-12-31 12:00:00,33,80,"MALE","2",1472,"00:24:32",2021-10-25
"201",261,"Monday",32,"afternoon",NA,8.61,"28.91","9.59","152.62",10.55,"187.0","U1000000",2021-10-25,1899-12-31 13:00:00,33,80,"MALE","2",633,"00:10:33",2021-10-25
"202",262,"Tuesday",32,"evening",NA,13.08,"32.69","44974.0","169.4",14.2,"325.0","U1000000",2021-10-26,1899-12-31 17:00:00,33,80,"MALE","2",852,"00:14:12",2021-10-25
"203",263,"Thursday",32,"afternoon",NA,11.69,"28.31","21.46","155.35",16.2,"261.0","U1000000",2021-10-28,1899-12-31 14:00:00,33,80,"MALE","2",972,"00:16:12",2021-10-25
"204",263,"Thursday",32,"afternoon",NA,28.57,"31.22","34.27","173.99",34.35,"645.0","U1000000",2021-10-28,1899-12-31 15:00:00,33,80,"MALE","2",2061,"00:34:21",2021-10-25
"205",263,"Thursday",32,"evening",NA,51.27,"27.88","22.04","161.07",27.18,"1121.0","U1000000",2021-10-28,1899-12-31 16:00:00,33,80,"MALE","2",1631,"00:27:11",2021-10-25
"206",266,"Sunday",32,"afternoon",NA,23.08,"25.56","-5.3","161.06",36.6,"534.0","U1000000",2021-10-31,1899-12-31 15:00:00,33,80,"MALE","2",2196,"00:36:36",2021-10-25
"207",266,"Sunday",32,"afternoon",NA,27.2,"29.31","19.84","167.8",36.35,"682.0","U1000000",2021-10-31,1899-12-31 14:00:00,33,80,"MALE","2",2181,"00:36:21",2021-10-25
"208",266,"Sunday",32,"afternoon",NA,14.41,"29.1","17.62","163.31",19.38,"358.0","U1000000",2021-10-31,1899-12-31 13:00:00,33,80,"MALE","2",1163,"00:19:23",2021-10-25
"209",266,"Sunday",32,"evening",NA,18.86,"27.34","-8.23","161.82",28.15,"372.0","U1000000",2021-10-31,1899-12-31 16:00:00,33,80,"MALE","2",1689,"00:28:09",2021-10-25
"210",267,"Tuesday",33,"morning",NA,45144,"32.41","45186.0","169.35",9.38,"205.0","U1000000",2021-11-02,1899-12-31 09:00:00,33,80,"MALE","1",563,"00:09:23",2021-11-01
"211",267,"Tuesday",33,"morning",NA,25.24,"31.21","31.08","151.06",32.48,"539.0","U1000000",2021-11-02,1899-12-31 07:00:00,33,80,"MALE","2",1949,"00:32:29",2021-11-01
"212",267,"Tuesday",33,"morning",NA,28.04,"31.74","37.34","162.99",34.12,"665.0","U1000000",2021-11-02,1899-12-31 08:00:00,33,80,"MALE","2",2047,"00:34:07",2021-11-01
"213",270,"Friday",33,"evening",NA,4.73,"38.33","9.83","181.43",4.47,"106.0","U1000000",2021-11-05,1899-12-31 17:00:00,33,80,"MALE","2",268,"00:04:28",2021-11-01
"214",270,"Friday",33,"evening",NA,15.56,"33.33","45178.0","170.95",15.8,"368.0","U1000000",2021-11-05,1899-12-31 16:00:00,33,80,"MALE","2",948,"00:15:48",2021-11-01
"215",271,"Sunday",33,"morning",NA,15.35,"24.3","25.13","147.77",25.83,"374.0","U1000000",2021-11-07,1899-12-31 11:00:00,33,80,"MALE","1",1550,"00:25:50",2021-11-01
"216",271,"Sunday",33,"afternoon",NA,17.62,"24.53","87.44","156.07",30.12,"468.0","U1000000",2021-11-07,1899-12-31 12:00:00,33,80,"MALE","2",1807,"00:30:07",2021-11-01
"217",272,"Tuesday",34,"afternoon",NA,1.68,"27.56","13.02","143.06",2.38,"41.0","U1000000",2021-11-09,1899-12-31 13:00:00,33,80,"MALE","1",143,"00:02:23",2021-11-08
"218",272,"Tuesday",34,"afternoon",NA,27.61,"29.26","60.31","166.65",37.77,"725.0","U1000000",2021-11-09,1899-12-31 14:00:00,33,80,"MALE","2",2266,"00:37:46",2021-11-08
"219",272,"Tuesday",34,"afternoon",NA,7.57,"34.9","12.41","173.2",7.48,"180.0","U1000000",2021-11-09,1899-12-31 15:00:00,33,80,"MALE","2",449,"00:07:29",2021-11-08
"220",273,"Wednesday",34,"afternoon",NA,14.55,"31.63","24.02","158.2",16.33,"353.0","U1000000",2021-11-10,1899-12-31 13:00:00,33,80,"MALE","2",980,"00:16:20",2021-11-08
"221",273,"Wednesday",34,"afternoon",NA,18.53,"31.5","25.83","154.88",20.63,"426.0","U1000000",2021-11-10,1899-12-31 14:00:00,33,80,"MALE","2",1238,"00:20:38",2021-11-08
"222",274,"Wednesday",34,"evening",NA,24.63,"27.27","19.36","162.96",32.87,"649.0","U1000000",2021-11-10,1899-12-31 18:00:00,33,80,"MALE","2",1972,"00:32:52",2021-11-08
"223",274,"Wednesday",34,"evening",NA,8.35,"32.0","17.97","173.27",9.32,"236.0","U1000000",2021-11-10,1899-12-31 19:00:00,33,80,"MALE","2",559,"00:09:19",2021-11-08
"224",275,"Saturday",35,"morning",NA,9.96,"32.72","17.29","171.34",11.45,"245.0","U1000000",2021-11-20,1899-12-31 08:00:00,33,80,"MALE","2",687,"00:11:27",2021-11-15
"225",275,"Saturday",35,"morning",NA,45011,"30.36","9.41","157.16",4.37,"81.0","U1000000",2021-11-20,1899-12-31 07:00:00,33,80,"MALE","1",262,"00:04:22",2021-11-15
"226",276,"Saturday",35,"morning",NA,13.61,"29.8","13.59","162.55",18.12,"328.0","U1000000",2021-11-20,1899-12-31 08:00:00,33,80,"MALE","2",1087,"00:18:07",2021-11-15
"227",276,"Saturday",35,"morning",NA,17.1,"33.05","7.55","177.45",19.53,"438.0","U1000000",2021-11-20,1899-12-31 09:00:00,33,80,"MALE","2",1172,"00:19:32",2021-11-15
"228",278,"Monday",36,"morning",NA,17.98,"27.16","36.42","143.61",27.4,"426.0","U1000000",2021-11-22,1899-12-31 10:00:00,33,80,"MALE","2",1644,"00:27:24",2021-11-22
"229",278,"Monday",36,"morning",NA,11.94,"33.86","21.7","158.14",13.48,"252.0","U1000000",2021-11-22,1899-12-31 11:00:00,33,80,"MALE","2",809,"00:13:29",2021-11-22
"230",279,"Tuesday",36,"afternoon",NA,29.63,"30.09","23.99","165.43",37.8,"648.0","U1000000",2021-11-23,1899-12-31 14:00:00,33,80,"MALE","2",2268,"00:37:48",2021-11-22
"231",280,"Wednesday",36,"morning",NA,13.82,"27.8","18.21","164.98",19.75,"306.0","U1000000",2021-11-24,1899-12-31 09:00:00,33,80,"MALE","2",1185,"00:19:45",2021-11-22
"232",280,"Wednesday",36,"morning",NA,19.12,"28.73","21.39","161.68",25.77,"444.0","U1000000",2021-11-24,1899-12-31 08:00:00,33,80,"MALE","2",1546,"00:25:46",2021-11-22
"233",281,"Wednesday",36,"evening",NA,66.28,"28.05","38.5","163.17",27,"1608.0","U1000000",2021-11-24,1899-12-31 17:00:00,33,80,"MALE","2",1620,"00:27:00",2021-11-22
"234",281,"Wednesday",36,"evening",NA,15.48,"28.0","34.56","169.83",20.82,"434.0","U1000000",2021-11-24,1899-12-31 16:00:00,33,80,"MALE","2",1249,"00:20:49",2021-11-22
"235",282,"Thursday",36,"morning",NA,11.52,"31.22","15.29","157.53",15.78,"233.0","U1000000",2021-11-25,1899-12-31 06:00:00,33,80,"MALE","2",947,"00:15:47",2021-11-22
"236",283,"Thursday",36,"morning",NA,29.46,"34.98","14.81","169.58",34.02,"649.0","U1000000",2021-11-25,1899-12-31 07:00:00,33,80,"MALE","2",2041,"00:34:01",2021-11-22
"237",284,"Thursday",36,"evening",NA,20.5,"25.1","77.23","150.8",33.82,"534.0","U1000000",2021-11-25,1899-12-31 16:00:00,33,80,"MALE","2",2029,"00:33:49",2021-11-22
"238",284,"Thursday",36,"evening",NA,6.57,"26.93","42.88","156.68",8.97,"183.0","U1000000",2021-11-25,1899-12-31 17:00:00,33,80,"MALE","2",538,"00:08:58",2021-11-22
"239",285,"Thursday",36,"evening",NA,7.61,"27.2","36.01","149.7",10.67,"202.0","U1000000",2021-11-25,1899-12-31 17:00:00,33,80,"MALE","1",640,"00:10:40",2021-11-22
"240",286,"Sunday",36,"evening",NA,20.37,"32.43","17.0","170.89",24.47,"478.0","U1000000",2021-11-28,1899-12-31 17:00:00,33,80,"MALE","2",1468,"00:24:28",2021-11-22
"241",291,"Saturday",37,"morning",NA,22.6,"28.67","46.19","161.33",31.03,"571.0","U1000000",2021-12-11,1899-12-31 07:00:00,33,80,"MALE","2",1862,"00:31:02",2021-12-06
"242",291,"Saturday",37,"morning",NA,21.37,"36.59","38.71","177.44",21.33,"490.0","U1000000",2021-12-11,1899-12-31 08:00:00,33,80,"MALE","2",1280,"00:21:20",2021-12-06
"243",292,"Saturday",37,"morning",NA,14.48,"29.19","37.11","171.32",19.22,"383.0","U1000000",2021-12-11,1899-12-31 09:00:00,33,80,"MALE","2",1153,"00:19:13",2021-12-06
"244",293,"Monday",38,"evening",NA,0.46,"25.09","30.98","162.75",0.67,"7.0","U1000000",2021-12-13,1899-12-31 18:00:00,33,80,"MALE","1",40,"00:00:40",2021-12-13
"245",293,"Monday",38,"evening",NA,28.47,"31.28","36.54","169.42",36.15,"588.0","U1000000",2021-12-13,1899-12-31 17:00:00,33,80,"MALE","2",2169,"00:36:09",2021-12-13
"246",294,"Thursday",38,"morning",NA,0.88,"25.07","-0.59","125.18",1.57,"18.0","U1000000",2021-12-16,1899-12-31 08:00:00,33,80,"MALE","1",94,"00:01:34",2021-12-13
"247",294,"Thursday",38,"morning",NA,45152,"24.93","7.32","155.75",13.82,"186.0","U1000000",2021-12-16,1899-12-31 10:00:00,33,80,"MALE","1",829,"00:13:49",2021-12-13
"248",294,"Thursday",38,"morning",NA,28.11,"29.29","4.59","154.58",37.23,"621.0","U1000000",2021-12-16,1899-12-31 09:00:00,33,80,"MALE","2",2234,"00:37:14",2021-12-13
"249",296,"Thursday",38,"evening",NA,23.13,"25.19","17.85","160.45",36.08,"585.0","U1000000",2021-12-16,1899-12-31 17:00:00,33,80,"MALE","2",2165,"00:36:05",2021-12-13
"250",296,"Thursday",38,"evening",NA,45289,"23.71","18.46","161.17",20.15,"337.0","U1000000",2021-12-16,1899-12-31 16:00:00,33,80,"MALE","1",1209,"00:20:09",2021-12-13
"251",297,"Friday",38,"morning",NA,25.48,"28.29","34.87","151.03",37,"593.0","U1000000",2021-12-17,1899-12-31 07:00:00,33,80,"MALE","2",2220,"00:37:00",2021-12-13
"252",297,"Friday",38,"morning",NA,22.23,"24.49","139.52","163.5",38.08,"672.0","U1000000",2021-12-17,1899-12-31 08:00:00,33,80,"MALE","2",2285,"00:38:05",2021-12-13
"253",297,"Friday",38,"morning",NA,16.86,"26.08","31.91","153.76",25.72,"462.0","U1000000",2021-12-17,1899-12-31 06:00:00,33,80,"MALE","2",1543,"00:25:43",2021-12-13
"254",297,"Friday",38,"morning",NA,25.33,"26.96","34.03","157.76",39.6,"527.0","U1000000",2021-12-17,1899-12-31 09:00:00,33,80,"MALE","2",2376,"00:39:36",2021-12-13
"255",303,"Tuesday",39,"morning",NA,45160,"26.54","22.08","150.89",11.58,"223.0","U1000000",2021-12-21,1899-12-31 08:00:00,33,80,"MALE","1",695,"00:11:35",2021-12-20
"256",303,"Tuesday",39,"morning",NA,29.68,"31.15","25.65","177.46",38.63,"750.0","U1000000",2021-12-21,1899-12-31 09:00:00,33,80,"MALE","2",2318,"00:38:38",2021-12-20
"257",304,"Tuesday",39,"evening",NA,20.7,"24.68","32.96","167.25",33.53,"546.0","U1000000",2021-12-21,1899-12-31 17:00:00,33,80,"MALE","2",2012,"00:33:32",2021-12-20
"258",304,"Tuesday",39,"evening",NA,13.27,"26.02","27.07","163.23",19.5,"322.0","U1000000",2021-12-21,1899-12-31 18:00:00,33,80,"MALE","2",1170,"00:19:30",2021-12-20
"259",305,"Wednesday",39,"morning",NA,12.96,"32.5","20.01","165.03",15.5,"315.0","U1000000",2021-12-22,1899-12-31 08:00:00,33,80,"MALE","2",930,"00:15:30",2021-12-20
"260",305,"Wednesday",39,"morning",NA,22.29,"31.51","24.32","162.09",27.25,"551.0","U1000000",2021-12-22,1899-12-31 07:00:00,33,80,"MALE","2",1635,"00:27:15",2021-12-20
"261",306,"Wednesday",39,"evening",NA,15.81,"25.43","33.58","158.39",23.42,"390.0","U1000000",2021-12-22,1899-12-31 18:00:00,33,80,"MALE","2",1405,"00:23:25",2021-12-20
"262",306,"Wednesday",39,"evening",NA,21.98,"26.71","52.91","167.34",32.42,"598.0","U1000000",2021-12-22,1899-12-31 17:00:00,33,80,"MALE","2",1945,"00:32:25",2021-12-20
"263",307,"Friday",39,"morning",NA,45024,"27.92","61.59","154.75",6.97,"145.0","U1000000",2021-12-24,1899-12-31 06:00:00,33,80,"MALE","1",418,"00:06:58",2021-12-20
"264",308,"Friday",39,"morning",NA,25.44,"31.17","123.84","164.92",33.92,"730.0","U1000000",2021-12-24,1899-12-31 07:00:00,33,80,"MALE","2",2035,"00:33:55",2021-12-20
"265",310,"Sunday",39,"morning",NA,14.18,"27.26","41.26","149.84",21.97,"336.0","U1000000",2021-12-26,1899-12-31 08:00:00,33,80,"MALE","2",1318,"00:21:58",2021-12-20
"266",310,"Sunday",39,"morning",NA,23.06,"29.52","8.66","140.46",32.35,"481.0","U1000000",2021-12-26,1899-12-31 07:00:00,33,80,"MALE","2",1941,"00:32:21",2021-12-20
"267",311,"Sunday",39,"morning",NA,29.31,"33.23","18.32","162.22",34.05,"746.0","U1000000",2021-12-26,1899-12-31 09:00:00,33,80,"MALE","2",2043,"00:34:03",2021-12-20
"268",312,"Monday",40,"morning",NA,23.17,"31.73","17.18","154.1",28.33,"545.0","U1000000",2021-12-27,1899-12-31 08:00:00,33,80,"MALE","2",1700,"00:28:20",2021-12-27
"269",313,"Monday",40,"morning",NA,120.95,"24.71","18.7","147.62",16.8,"3007.0","U1000000",2021-12-27,1899-12-31 10:00:00,33,80,"MALE","2",1008,"00:16:48",2021-12-27
"270",312,"Monday",40,"morning",NA,25.25,"26.69","44.13","142.08",36.23,"696.0","U1000000",2021-12-27,1899-12-31 06:00:00,33,80,"MALE","2",2174,"00:36:14",2021-12-27
"271",313,"Monday",40,"morning",NA,31.24,"32.82","30.5","158.99",39.15,"664.0","U1000000",2021-12-27,1899-12-31 09:00:00,33,80,"MALE","2",2349,"00:39:09",2021-12-27
"272",312,"Monday",40,"morning",NA,25.23,"27.5","29.06","145.92",35.73,"677.0","U1000000",2021-12-27,1899-12-31 07:00:00,33,80,"MALE","2",2144,"00:35:44",2021-12-27
"273",313,"Monday",40,"morning",NA,1.98,"25.2","31.0","150.61",2.68,"60.0","U1000000",2021-12-27,1899-12-31 08:00:00,33,80,"MALE","1",161,"00:02:41",2021-12-27
"274",312,"Monday",40,"night",NA,45084,"27.98","18.29","145.05",9.57,"183.0","U1000000",2021-12-27,1899-12-31 05:00:00,33,80,"MALE","1",574,"00:09:34",2021-12-27
"275",314,"Tuesday",40,"morning",NA,28.78,"31.02","45183.0","158.46",36.13,"686.0","U1000000",2021-12-28,1899-12-31 09:00:00,33,80,"MALE","2",2168,"00:36:08",2021-12-27
"276",314,"Tuesday",40,"morning",NA,29.4,"32.21","7.51","148.6",34.58,"641.0","U1000000",2021-12-28,1899-12-31 08:00:00,33,80,"MALE","2",2075,"00:34:35",2021-12-27
"277",314,"Tuesday",40,"morning",NA,31.51,"31.37","17.07","146.84",40.13,"726.0","U1000000",2021-12-28,1899-12-31 07:00:00,33,80,"MALE","2",2408,"00:40:08",2021-12-27
"278",314,"Tuesday",40,"morning",NA,100.96,"26.18","45085.0","153.38",11.75,"2321.0","U1000000",2021-12-28,1899-12-31 10:00:00,33,80,"MALE","2",705,"00:11:45",2021-12-27
"279",315,"Wednesday",40,"morning",NA,4.54,"47.76","213.32","149.53",4.37,"54.0","U1000000",2021-12-29,1899-12-31 09:00:00,33,80,"MALE","2",262,"00:04:22",2021-12-27
"280",315,"Wednesday",40,"morning",NA,22.7,"28.09","117.98","144.53",34.18,"604.0","U1000000",2021-12-29,1899-12-31 07:00:00,33,80,"MALE","2",2051,"00:34:11",2021-12-27
