"","session_ID","weekdayName","weekNumber","timeOfDay","total_sessDur","totalDistance","averageSpeed","averageAltitude","averageHeartRate","sessionDuration","totalCalories","userID","dayDateCol","timeCol","age","weight","gender","cluster","sessionDurationSeconds","sessionDurationFormatted3","startOfWeek"
"514",476,"Sunday",70,"afternoon",NA,14.05,"34.6","18.01","170.53",13.22,"344.0","U1000000",2022-08-07,1899-12-31 15:00:00,33,80,"MALE","2",793,"00:13:13",2022-08-01
"515",477,"Monday",71,"morning",NA,19.57,"29.92","9.77","155.85",22.42,"486.0","U1000000",2022-08-08,1899-12-31 09:00:00,33,80,"MALE","2",1345,"00:22:25",2022-08-08
"516",477,"Monday",71,"morning",NA,14.4,"28.62","9.57","147.96",18.03,"351.0","U1000000",2022-08-08,1899-12-31 08:00:00,33,80,"MALE","2",1082,"00:18:02",2022-08-08
"517",478,"Tuesday",71,"morning",NA,14.33,"28.17","45269.0","143.03",19.52,"351.0","U1000000",2022-08-09,1899-12-31 09:00:00,33,80,"MALE","2",1171,"00:19:31",2022-08-08
"518",478,"Tuesday",71,"morning",NA,11.73,"27.0","78.81","164.7",16.87,"346.0","U1000000",2022-08-09,1899-12-31 10:00:00,33,80,"MALE","2",1012,"00:16:52",2022-08-08
"519",479,"Tuesday",71,"morning",NA,19.22,"33.01","40.67","165.63",22.48,"500.0","U1000000",2022-08-09,1899-12-31 11:00:00,33,80,"MALE","2",1349,"00:22:29",2022-08-08
"520",479,"Tuesday",71,"afternoon",NA,4.52,"31.38","6.85","167.74",5.65,"117.0","U1000000",2022-08-09,1899-12-31 12:00:00,33,80,"MALE","2",339,"00:05:39",2022-08-08
"521",480,"Wednesday",71,"morning",NA,28.18,"30.66","14.44","158.08",33.73,"655.0","U1000000",2022-08-10,1899-12-31 09:00:00,33,80,"MALE","2",2024,"00:33:44",2022-08-08
"522",481,"Wednesday",71,"evening",NA,14.91,"31.08","9.62","155.59",17.03,"336.0","U1000000",2022-08-10,1899-12-31 18:00:00,33,80,"MALE","2",1022,"00:17:02",2022-08-08
"523",481,"Wednesday",71,"evening",NA,20.28,"29.84","8.51","158.38",25.45,"487.0","U1000000",2022-08-10,1899-12-31 17:00:00,33,80,"MALE","2",1527,"00:25:27",2022-08-08
"524",483,"Wednesday",72,"morning",NA,45176,"29.65","92.38","146.74",11.48,"207.0","U1000000",2022-08-17,1899-12-31 06:00:00,33,80,"MALE","1",689,"00:11:29",2022-08-15
"525",483,"Wednesday",72,"morning",NA,24.94,"30.17","95.28","164.0",28.82,"588.0","U1000000",2022-08-17,1899-12-31 07:00:00,33,80,"MALE","2",1729,"00:28:49",2022-08-15
"526",484,"Wednesday",72,"morning",NA,0.22,"24.98","86.74","129.22",0.38,"5.0","U1000000",2022-08-17,1899-12-31 07:00:00,33,80,"MALE","1",23,"00:00:23",2022-08-15
"527",484,"Wednesday",72,"morning",NA,4.92,"22.87","95.11","150.9",8.55,"140.0","U1000000",2022-08-17,1899-12-31 08:00:00,33,80,"MALE","1",513,"00:08:33",2022-08-15
"528",485,"Wednesday",72,"morning",NA,45212,"25.5","90.76","148.97",16.32,"266.0","U1000000",2022-08-17,1899-12-31 08:00:00,33,80,"MALE","1",979,"00:16:19",2022-08-15
"529",486,"Wednesday",72,"evening",NA,21.61,"36.4","6.94","169.51",20.25,"477.0","U1000000",2022-08-17,1899-12-31 18:00:00,33,80,"MALE","2",1215,"00:20:15",2022-08-15
"530",486,"Wednesday",72,"evening",NA,13.3,"31.33","45054.0","161.27",16.02,"302.0","U1000000",2022-08-17,1899-12-31 17:00:00,33,80,"MALE","2",961,"00:16:01",2022-08-15
"531",487,"Friday",73,"morning",NA,26.96,"29.77","48.37","153.51",33.53,"595.0","U1000000",2022-08-26,1899-12-31 07:00:00,33,80,"MALE","2",2012,"00:33:32",2022-08-22
"532",487,"Friday",73,"morning",NA,6.96,"26.11","45.23","160.46",9.65,"158.0","U1000000",2022-08-26,1899-12-31 08:00:00,33,80,"MALE","2",579,"00:09:39",2022-08-22
"533",488,"Friday",73,"evening",NA,45248,"26.35","26.58","159.46",16.15,"283.0","U1000000",2022-08-26,1899-12-31 16:00:00,33,80,"MALE","1",969,"00:16:09",2022-08-22
"534",488,"Friday",73,"evening",NA,23.74,"30.54","29.75","167.63",29.13,"570.0","U1000000",2022-08-26,1899-12-31 17:00:00,33,80,"MALE","2",1748,"00:29:08",2022-08-22
"535",489,"Saturday",73,"morning",NA,19.61,"32.22","7.38","171.09",18.53,"476.0","U1000000",2022-08-27,1899-12-31 09:00:00,33,80,"MALE","2",1112,"00:18:32",2022-08-22
"536",489,"Saturday",73,"morning",NA,30.43,"32.3","45267.0","174.16",32.03,"756.0","U1000000",2022-08-27,1899-12-31 08:00:00,33,80,"MALE","2",1922,"00:32:02",2022-08-22
"537",489,"Saturday",73,"morning",NA,0.2,"25.88","8.43","142.9",0.33,"4.0","U1000000",2022-08-27,1899-12-31 07:00:00,33,80,"MALE","1",20,"00:00:20",2022-08-22
"538",490,"Friday",74,"morning",NA,0.62,"28.57","13.98","138.76",0.83,"17.0","U1000000",2022-09-02,1899-12-31 07:00:00,33,80,"MALE","1",50,"00:00:50",2022-08-29
"539",490,"Friday",74,"morning",NA,31.88,"33.51","17.73","171.69",26.95,"774.0","U1000000",2022-09-02,1899-12-31 08:00:00,33,80,"MALE","2",1617,"00:26:57",2022-08-29
"540",490,"Friday",74,"morning",NA,44998,"28.56","17.8","167.83",3.93,"90.0","U1000000",2022-09-02,1899-12-31 09:00:00,33,80,"MALE","1",236,"00:03:56",2022-08-29
"541",492,"Monday",75,"morning",NA,15.88,"32.97","18.55","163.94",15,"360.0","U1000000",2022-09-05,1899-12-31 08:00:00,33,80,"MALE","2",900,"00:15:00",2022-09-05
"542",492,"Monday",75,"morning",NA,30.18,"28.05","17.4","163.39",22.03,"687.0","U1000000",2022-09-05,1899-12-31 09:00:00,33,80,"MALE","2",1322,"00:22:02",2022-09-05
"543",493,"Tuesday",75,"morning",NA,0.66,"21.62","18.14","123.45",0.93,"14.0","U1000000",2022-09-06,1899-12-31 06:00:00,33,80,"MALE","1",56,"00:00:56",2022-09-05
"544",493,"Tuesday",75,"morning",NA,21.7,"28.21","18.17","142.65",27.98,"435.0","U1000000",2022-09-06,1899-12-31 07:00:00,33,80,"MALE","2",1679,"00:27:59",2022-09-05
"545",494,"Wednesday",75,"morning",NA,13.12,"28.11","41.27","167.24",15.58,"316.0","U1000000",2022-09-07,1899-12-31 10:00:00,33,80,"MALE","2",935,"00:15:35",2022-09-05
"546",494,"Wednesday",75,"morning",NA,24.33,"27.28","56.75","159.86",29.73,"588.0","U1000000",2022-09-07,1899-12-31 09:00:00,33,80,"MALE","2",1784,"00:29:44",2022-09-05
"547",495,"Wednesday",75,"evening",NA,19.38,"30.18","24.73","169.84",21.6,"453.0","U1000000",2022-09-07,1899-12-31 17:00:00,33,80,"MALE","2",1296,"00:21:36",2022-09-05
"548",495,"Wednesday",75,"evening",NA,15.32,"31.06","26.75","169.33",15.92,"348.0","U1000000",2022-09-07,1899-12-31 18:00:00,33,80,"MALE","2",955,"00:15:55",2022-09-05
"549",496,"Monday",76,"afternoon",NA,3.92,"22.14","-52.73","165.25",7.83,"94.0","U1000000",2022-09-19,1899-12-31 14:00:00,33,80,"MALE","1",470,"00:07:50",2022-09-19
"550",496,"Monday",76,"afternoon",NA,22.04,"26.74","-34.78","171.59",30.28,"544.0","U1000000",2022-09-19,1899-12-31 13:00:00,33,80,"MALE","2",1817,"00:30:17",2022-09-19
"551",497,"Tuesday",76,"morning",NA,21.75,"32.02","45.99","175.9",21.17,"538.0","U1000000",2022-09-20,1899-12-31 08:00:00,33,80,"MALE","2",1270,"00:21:10",2022-09-19
"552",497,"Tuesday",76,"morning",NA,14.09,"31.29","42.99","169.54",13.97,"367.0","U1000000",2022-09-20,1899-12-31 07:00:00,33,80,"MALE","2",838,"00:13:58",2022-09-19
"553",498,"Wednesday",76,"morning",NA,45130,"29.07","19.66","170.94",7.48,"180.0","U1000000",2022-09-21,1899-12-31 08:00:00,33,80,"MALE","1",449,"00:07:29",2022-09-19
"554",498,"Wednesday",76,"morning",NA,26.78,"31.91","21.61","168.92",26.67,"595.0","U1000000",2022-09-21,1899-12-31 07:00:00,33,80,"MALE","2",1600,"00:26:40",2022-09-19
"555",499,"Wednesday",76,"evening",NA,18.12,"28.63","6.61","156.1",22.93,"401.0","U1000000",2022-09-21,1899-12-31 17:00:00,33,80,"MALE","2",1376,"00:22:56",2022-09-19
"556",500,"Wednesday",76,"evening",NA,2.57,"34.29","45140.0","162.01",2.33,"65.0","U1000000",2022-09-21,1899-12-31 17:00:00,33,80,"MALE","2",140,"00:02:20",2022-09-19
"557",500,"Wednesday",76,"evening",NA,12.96,"29.4","6.54","159.3",15.6,"276.0","U1000000",2022-09-21,1899-12-31 18:00:00,33,80,"MALE","2",936,"00:15:36",2022-09-19
"558",501,"Thursday",76,"morning",NA,13.06,"34.49","7.82","171.18",10.62,"296.0","U1000000",2022-09-22,1899-12-31 08:00:00,33,80,"MALE","2",637,"00:10:37",2022-09-19
"559",501,"Thursday",76,"morning",NA,33.56,"34.86","13.43","173.03",31.98,"746.0","U1000000",2022-09-22,1899-12-31 07:00:00,33,80,"MALE","2",1919,"00:31:59",2022-09-19
"560",502,"Friday",76,"morning",NA,45139,"24.53","1.75","126.28",13.92,"164.0","U1000000",2022-09-23,1899-12-31 07:00:00,33,80,"MALE","1",835,"00:13:55",2022-09-19
"561",502,"Friday",76,"morning",NA,19.4,"26.14","0.34","133.1",24.88,"379.0","U1000000",2022-09-23,1899-12-31 08:00:00,33,80,"MALE","1",1493,"00:24:53",2022-09-19
"562",507,"Monday",77,"afternoon",NA,45064,"38.26","45214.0","178.08",4.45,"116.0","U1000000",2022-09-26,1899-12-31 14:00:00,33,80,"MALE","2",267,"00:04:27",2022-09-26
"563",507,"Monday",77,"afternoon",NA,45226,"29.56","9.81","174.05",10.47,"295.0","U1000000",2022-09-26,1899-12-31 13:00:00,33,80,"MALE","1",628,"00:10:28",2022-09-26
"564",508,"Tuesday",77,"morning",NA,25.6,"30.12","45110.0","150.79",29.13,"580.0","U1000000",2022-09-27,1899-12-31 08:00:00,33,80,"MALE","2",1748,"00:29:08",2022-09-26
"565",508,"Tuesday",77,"morning",NA,12.58,"28.02","45106.0","159.78",14.15,"300.0","U1000000",2022-09-27,1899-12-31 09:00:00,33,80,"MALE","2",849,"00:14:09",2022-09-26
"566",509,"Saturday",77,"morning",NA,45200,"31.04","13.2","173.74",9.97,"249.0","U1000000",2022-10-01,1899-12-31 08:00:00,33,80,"MALE","1",598,"00:09:58",2022-09-26
"567",509,"Saturday",77,"morning",NA,20.29,"30.17","26.83","167.96",22.63,"503.0","U1000000",2022-10-01,1899-12-31 07:00:00,33,80,"MALE","2",1358,"00:22:38",2022-09-26
"568",515,"Monday",78,"morning",NA,23.99,"31.94","14.44","163.2",23.52,"578.0","U1000000",2022-10-03,1899-12-31 08:00:00,33,80,"MALE","2",1411,"00:23:31",2022-10-03
"569",516,"Tuesday",78,"morning",NA,17.57,"32.19","9.35","170.58",17.82,"436.0","U1000000",2022-10-04,1899-12-31 09:00:00,33,80,"MALE","2",1069,"00:17:49",2022-10-03
"570",520,"Sunday",78,"morning",NA,28.59,"29.29","-0.44","165.53",34.95,"620.0","U1000000",2022-10-09,1899-12-31 09:00:00,33,80,"MALE","2",2097,"00:34:57",2022-10-03
"571",520,"Sunday",78,"morning",NA,21.7,"23.88","45003.0","145.05",37.53,"491.0","U1000000",2022-10-09,1899-12-31 06:00:00,33,80,"MALE","1",2252,"00:37:32",2022-10-03
"572",520,"Sunday",78,"morning",NA,27.55,"29.76","45152.0","160.04",37.35,"612.0","U1000000",2022-10-09,1899-12-31 07:00:00,33,80,"MALE","2",2241,"00:37:21",2022-10-03
"573",520,"Sunday",78,"morning",NA,32.47,"33.68","44950.0","173.1",35.23,"773.0","U1000000",2022-10-09,1899-12-31 08:00:00,33,80,"MALE","2",2114,"00:35:14",2022-10-03
"574",520,"Sunday",78,"night",NA,22.59,"29.49","45266.0","161.94",26.17,"543.0","U1000000",2022-10-09,1899-12-31 05:00:00,33,80,"MALE","2",1570,"00:26:10",2022-10-03
"575",521,"Sunday",78,"morning",NA,12.33,"29.5","-0.7","161.01",14.37,"237.0","U1000000",2022-10-09,1899-12-31 11:00:00,33,80,"MALE","2",862,"00:14:22",2022-10-03
"576",521,"Sunday",78,"morning",NA,20.58,"25.95","-2.45","156.96",29.5,"434.0","U1000000",2022-10-09,1899-12-31 10:00:00,33,80,"MALE","2",1770,"00:29:30",2022-10-03
"577",522,"Tuesday",79,"morning",NA,11.62,"26.75","2.39","137.12",16.48,"234.0","U1000000",2022-10-11,1899-12-31 08:00:00,33,80,"MALE","1",989,"00:16:29",2022-10-10
"578",522,"Tuesday",79,"morning",NA,17.84,"26.72","45132.0","134.7",23.27,"353.0","U1000000",2022-10-11,1899-12-31 07:00:00,33,80,"MALE","1",1396,"00:23:16",2022-10-10
"579",523,"Sunday",79,"morning",NA,13.74,"27.96","32.85","163.36",16,"382.0","U1000000",2022-10-16,1899-12-31 11:00:00,33,80,"MALE","2",960,"00:16:00",2022-10-10
"580",524,"Monday",80,"evening",NA,20.12,"26.75","42.97","172.55",27.08,"574.0","U1000000",2022-10-17,1899-12-31 18:00:00,33,80,"MALE","2",1625,"00:27:05",2022-10-17
"581",524,"Monday",80,"evening",NA,45048,"30.55","66.1","176.75",5.53,"146.0","U1000000",2022-10-17,1899-12-31 19:00:00,33,80,"MALE","1",332,"00:05:32",2022-10-17
"582",525,"Tuesday",80,"morning",NA,15.97,"30.02","-10.39","156.67",16.07,"379.0","U1000000",2022-10-18,1899-12-31 06:00:00,33,80,"MALE","2",964,"00:16:04",2022-10-17
"583",526,"Wednesday",80,"morning",NA,22.49,"31.13","19.55","164.7",20.77,"556.0","U1000000",2022-10-19,1899-12-31 09:00:00,33,80,"MALE","2",1246,"00:20:46",2022-10-17
"584",526,"Wednesday",80,"morning",NA,11.42,"29.32","19.92","166.13",12.35,"271.0","U1000000",2022-10-19,1899-12-31 10:00:00,33,80,"MALE","2",741,"00:12:21",2022-10-17
"585",527,"Wednesday",80,"evening",NA,24.07,"26.44","26.82","166.24",31.77,"631.0","U1000000",2022-10-19,1899-12-31 18:00:00,33,80,"MALE","2",1906,"00:31:46",2022-10-17
"586",528,"Friday",80,"morning",NA,20.81,"26.15","15.63","129.25",27.9,"389.0","U1000000",2022-10-21,1899-12-31 08:00:00,33,80,"MALE","1",1674,"00:27:54",2022-10-17
"587",532,"Tuesday",81,"night",NA,10.73,"28.56","17.49","157.6",13.22,"270.0","U1000000",2022-10-25,1899-12-31 05:00:00,33,80,"MALE","2",793,"00:13:13",2022-10-24
"588",533,"Tuesday",81,"morning",NA,0.88,"27.54","16.84","140.88",1.38,"14.0","U1000000",2022-10-25,1899-12-31 07:00:00,33,80,"MALE","1",83,"00:01:23",2022-10-24
"589",533,"Tuesday",81,"morning",NA,45283,"28.24","16.58","149.24",15.35,"274.0","U1000000",2022-10-25,1899-12-31 06:00:00,33,80,"MALE","1",921,"00:15:21",2022-10-24
"590",535,"Saturday",81,"morning",NA,32.64,"33.66","76.11","169.66",29.92,"760.0","U1000000",2022-10-29,1899-12-31 09:00:00,33,80,"MALE","2",1795,"00:29:55",2022-10-24
"591",535,"Saturday",81,"morning",NA,9.84,"35.4","42.23","165.38",9.92,"192.0","U1000000",2022-10-29,1899-12-31 10:00:00,33,80,"MALE","2",595,"00:09:55",2022-10-24
"592",535,"Saturday",81,"morning",NA,44942,"35.43","156.8","153.23",1.58,"31.0","U1000000",2022-10-29,1899-12-31 08:00:00,33,80,"MALE","1",95,"00:01:35",2022-10-24
"593",536,"Saturday",81,"morning",NA,14.88,"26.57","27.86","159.65",16.1,"404.0","U1000000",2022-10-29,1899-12-31 10:00:00,33,80,"MALE","2",966,"00:16:06",2022-10-24
"594",536,"Saturday",81,"morning",NA,21.39,"22.91","64.52","163.13",29.58,"676.0","U1000000",2022-10-29,1899-12-31 11:00:00,33,80,"MALE","2",1775,"00:29:35",2022-10-24
"595",536,"Saturday",81,"afternoon",NA,5.33,"24.75","145.74","166.47",8,"148.0","U1000000",2022-10-29,1899-12-31 12:00:00,33,80,"MALE","2",480,"00:08:00",2022-10-24
"596",537,"Sunday",81,"morning",NA,6.76,"27.58","172.88","160.11",9.38,"207.0","U1000000",2022-10-30,1899-12-31 09:00:00,33,80,"MALE","2",563,"00:09:23",2022-10-24
"597",537,"Sunday",81,"morning",NA,30.11,"30.43","125.31","165.1",30.65,"753.0","U1000000",2022-10-30,1899-12-31 10:00:00,33,80,"MALE","2",1839,"00:30:39",2022-10-24
"598",537,"Sunday",81,"morning",NA,8.33,"25.93","159.23","171.38",11.32,"281.0","U1000000",2022-10-30,1899-12-31 11:00:00,33,80,"MALE","2",679,"00:11:19",2022-10-24
"599",538,"Monday",82,"morning",NA,8.61,"33.8","150.78","165.83",10.65,"201.0","U1000000",2022-10-31,1899-12-31 09:00:00,33,80,"MALE","2",639,"00:10:39",2022-10-31
"600",538,"Monday",82,"morning",NA,21.75,"23.57","266.71","154.22",37.67,"658.0","U1000000",2022-10-31,1899-12-31 08:00:00,33,80,"MALE","2",2260,"00:37:40",2022-10-31
"601",538,"Monday",82,"morning",NA,0.01,"28.09","148.2","116.5",0.05,"0.0","U1000000",2022-10-31,1899-12-31 07:00:00,33,80,"MALE","1",3,"00:00:03",2022-10-31
"602",539,"Friday",82,"evening",NA,15.74,"32.11","10.44","170.65",17.27,"406.0","U1000000",2022-11-04,1899-12-31 18:00:00,33,80,"MALE","2",1036,"00:17:16",2022-10-31
"603",540,"Saturday",82,"morning",NA,31.38,"33.21","112.43","175.83",35.47,"849.0","U1000000",2022-11-05,1899-12-31 08:00:00,33,80,"MALE","2",2128,"00:35:28",2022-10-31
"604",540,"Saturday",82,"morning",NA,28.47,"31.78","137.48","172.37",33,"800.0","U1000000",2022-11-05,1899-12-31 09:00:00,33,80,"MALE","2",1980,"00:33:00",2022-10-31
"605",540,"Saturday",82,"morning",NA,45202,"32.03","23.08","171.69",13.38,"206.0","U1000000",2022-11-05,1899-12-31 11:00:00,33,80,"MALE","1",803,"00:13:23",2022-10-31
"606",540,"Saturday",82,"morning",NA,32.7,"33.6","53.51","169.5",43.05,"678.0","U1000000",2022-11-05,1899-12-31 10:00:00,33,80,"MALE","2",2583,"00:43:03",2022-10-31
"607",541,"Tuesday",83,"evening",NA,15.47,"27.96","45261.0","146.15",16.28,"354.0","U1000000",2022-11-08,1899-12-31 17:00:00,33,80,"MALE","2",977,"00:16:17",2022-11-07
"608",542,"Tuesday",83,"evening",NA,45115,"32.15","45202.0","169.99",7.85,"180.0","U1000000",2022-11-08,1899-12-31 18:00:00,33,80,"MALE","1",471,"00:07:51",2022-11-07
"609",543,"Wednesday",83,"morning",NA,28.22,"28.45","35.97","159.52",26.57,"639.0","U1000000",2022-11-09,1899-12-31 10:00:00,33,80,"MALE","2",1594,"00:26:34",2022-11-07
"610",543,"Wednesday",83,"morning",NA,5.98,"21.89","39.46","162.35",9,"149.0","U1000000",2022-11-09,1899-12-31 11:00:00,33,80,"MALE","1",540,"00:09:00",2022-11-07
"611",544,"Wednesday",83,"evening",NA,0.21,"20.41","21.37","119.65",0.52,"3.0","U1000000",2022-11-09,1899-12-31 18:00:00,33,80,"MALE","1",31,"00:00:31",2022-11-07
"612",544,"Wednesday",83,"evening",NA,44952,"22.4","24.64","128.11",2.55,"29.0","U1000000",2022-11-09,1899-12-31 17:00:00,33,80,"MALE","1",153,"00:02:33",2022-11-07
"613",545,"Friday",83,"morning",NA,27.65,"32.95","19.0","170.84",25.37,"662.0","U1000000",2022-11-11,1899-12-31 08:00:00,33,80,"MALE","2",1522,"00:25:22",2022-11-07
"614",546,"Saturday",83,"morning",NA,18.62,"32.11","22.45","154.09",13.63,"376.0","U1000000",2022-11-12,1899-12-31 06:00:00,33,80,"MALE","2",818,"00:13:38",2022-11-07
"615",546,"Saturday",83,"morning",NA,0.34,"23.65","24.04","134.26",0.7,"2.0","U1000000",2022-11-12,1899-12-31 07:00:00,33,80,"MALE","1",42,"00:00:42",2022-11-07
"616",547,"Saturday",83,"morning",NA,30.51,"35.93","22.91","168.96",37.05,"702.0","U1000000",2022-11-12,1899-12-31 07:00:00,33,80,"MALE","2",2223,"00:37:03",2022-11-07
"617",547,"Saturday",83,"morning",NA,45166,"32.04","56.01","157.2",11.57,"140.0","U1000000",2022-11-12,1899-12-31 08:00:00,33,80,"MALE","1",694,"00:11:34",2022-11-07
"618",548,"Saturday",83,"morning",NA,0.36,"36.92","14.99","166.8",0.25,"11.0","U1000000",2022-11-12,1899-12-31 09:00:00,33,80,"MALE","2",15,"00:00:15",2022-11-07
"619",548,"Saturday",83,"morning",NA,21.78,"37.12","11.61","172.93",27.08,"507.0","U1000000",2022-11-12,1899-12-31 08:00:00,33,80,"MALE","2",1625,"00:27:05",2022-11-07
"620",550,"Saturday",83,"morning",NA,0.94,"21.88","15.28","126.42",2,"17.0","U1000000",2022-11-12,1899-12-31 09:00:00,33,80,"MALE","1",120,"00:02:00",2022-11-07
"621",551,"Sunday",83,"morning",1527,4.95,"31.37","17.16","171.56",4.95,"113.0","U1000000",2022-11-13,1899-12-31 11:00:00,33,80,"MALE","2",297,"00:04:57",2022-11-07
"622",551,"Sunday",83,"morning",1527,18.48,"32.07","18.86","157.87",20.5,"456.0","U1000000",2022-11-13,1899-12-31 10:00:00,33,80,"MALE","2",1230,"00:20:30",2022-11-07
"623",552,"Wednesday",84,"morning",2717017,21.12,"27.21","13.76","153.61",15.62,"504.0","U1000000",2022-11-16,1899-12-31 10:00:00,33,80,"MALE","2",937,"00:15:37",2022-11-14
"624",553,"Thursday",84,"morning",1719,33.4,"32.2","15.25","162.16",22.28,"803.0","U1000000",2022-11-17,1899-12-31 06:00:00,33,80,"MALE","2",1337,"00:22:17",2022-11-14
"625",553,"Thursday",84,"morning",1719,4.78,"31.61","10.42","178.05",6.37,"134.0","U1000000",2022-11-17,1899-12-31 07:00:00,33,80,"MALE","2",382,"00:06:22",2022-11-14
"626",553,"Thursday",84,"night",709,7.76,"26.32","15.74","144.41",11.82,"166.0","U1000000",2022-11-17,1899-12-31 05:00:00,33,80,"MALE","1",709,"00:11:49",2022-11-14
"627",554,"Friday",84,"morning",2712153,25.01,"33.01","37.95","167.23",24.55,"600.0","U1000000",2022-11-18,1899-12-31 08:00:00,33,80,"MALE","2",1473,"00:24:33",2022-11-14
"628",555,"Friday",84,"afternoon",2703417,45169,"23.71","14.05","162.09",9.95,"220.0","U1000000",2022-11-18,1899-12-31 15:00:00,33,80,"MALE","1",597,"00:09:57",2022-11-14
"629",556,"Friday",84,"afternoon",403,45065,"22.62","20.59","152.97",6.72,"139.0","U1000000",2022-11-18,1899-12-31 15:00:00,33,80,"MALE","1",403,"00:06:43",2022-11-14
"630",556,"Friday",84,"evening",956,17.78,"31.0","23.36","173.45",15.93,"470.0","U1000000",2022-11-18,1899-12-31 16:00:00,33,80,"MALE","2",956,"00:15:56",2022-11-14
"631",557,"Saturday",84,"morning",2712880,5.95,"36.79","39.74","157.32",6.48,"110.0","U1000000",2022-11-19,1899-12-31 08:00:00,33,80,"MALE","2",389,"00:06:29",2022-11-14
"632",557,"Saturday",84,"morning",2712880,34.16,"36.93","23.75","164.06",35.18,"747.0","U1000000",2022-11-19,1899-12-31 07:00:00,33,80,"MALE","2",2111,"00:35:11",2022-11-14
